_id,objectid_1,objectid,statefp10,countyfp10,tractce10,blkgrpce10,geoid10,namelsad10,mtfcc10,funcstat10,aland10,awater10,intptlat10,intptlon10,hood,hood_no,acres,sqmiles,sectors,censusbloc,hudtractnu,st_area_sh,st_length,cdbguogid2,cdbgname20,stusab2018,cdbgty2018,state2018,county2018,countyname,tract2018,blkgrp2018,lowmod2018,lowmoduniv,lowmodpct2,geoid2018,cdbguogi_1,cdbgname_1,stusab2014,cdbgty2014,state2014,county2014,countyna_1,tract2014,blkgrp2014,lowmod2014,lowmodun_1,lowmodpc_1,geoid2014,lmper2018,cdbg2018,shape_area,shape_length
20212,247,247,42,003,271500,2,420032715002,Block Group 2,G5030,S,346313,0,+40.4706226,-080.0297333,Marshall-Shadeland,50,657.903,1.023,2,2715002,15000US420032715002,3727387.02155,12507.1996396,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,2,1125,1525,1,15000US420032715002,425529,Pittsburgh,PA,51,42,3,Allegheny County,271500,2,1270,1660,0.77,2715002,0.74000001,Yes,599051.890625,5016.21574629703
20213,248,248,42,003,562600,4,420035626004,Block Group 4,G5030,S,260149,0,+40.4440663,-080.0364074,Elliott,30,389.87,0.606,4,5626004,15000US420035626004,2799973.10798,8279.66738927,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,4,285,525,1,15000US420035626004,425529,Pittsburgh,PA,51,42,3,Allegheny County,562600,4,260,625,0.42,5626004,0.54000002,Yes,449648.53125,3316.61709688165
20214,249,249,42,003,562500,4,420035625004,Block Group 4,G5030,S,601811,0,+40.4580575,-080.0582931,Sheraden,69,572.125,0.89,4,5625004,15000US420035625004,6459918.50128,16145.2457682,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,4,850,1420,1,15000US420035625004,425529,Pittsburgh,PA,51,42,3,Allegheny County,562500,4,735,1215,0.6,5625004,0.60000002,Yes,1037828.75,6468.0421242634
20215,250,250,42,003,563200,2,420035632002,Block Group 2,G5030,S,294331,0,+40.4535118,-079.9979360,East Allegheny,26,151.705,0.236,3,5632002,15000US420035632002,3186594.72426,8103.79288282,425529,Pittsburgh,PA,51,42,3,Allegheny County,563200,2,585,925,1,15000US420035632002,425529,Pittsburgh,PA,51,42,3,Allegheny County,563200,2,795,1025,0.78,5632002,0.63,Yes,511878.73046875,3246.75853734686
20216,251,251,42,003,250900,1,420032509001,Block Group 1,G5030,S,258934,0,+40.4608171,-080.0047738,Fineview,33,160.488,0.25,3,2509001,15000US420032509001,2817658.11313,9568.03940794,425529,Pittsburgh,PA,51,42,3,Allegheny County,250900,1,480,695,1,15000US420032509001,425529,Pittsburgh,PA,51,42,3,Allegheny County,250900,1,725,870,0.83,2509001,0.69,Yes,452712.3515625,3835.13084889136
20217,252,252,42,003,261400,4,420032614004,Block Group 4,G5030,S,329769,0,+40.4683526,-080.0064339,Perry South,62,581.656,0.905,2,2614004,15000US420032614004,3549298.75661,9350.35588142,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,4,285,360,1,15000US420032614004,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,4,245,350,0.7,2614004,0.79000002,Yes,570391.78515625,3748.26718689119
20218,253,253,42,003,561900,1,420035619001,Block Group 1,G5030,S,597381,0,+40.4742770,-079.8949114,Lincoln-Lemington-Belmar,47,984.873,1.532,11,5619001,15000US420035619001,6438841.12852,14971.6553552,425529,Pittsburgh,PA,51,42,3,Allegheny County,561900,1,740,970,1,15000US420035619001,425529,Pittsburgh,PA,51,42,3,Allegheny County,561900,1,465,1050,0.44,5619001,0.75999999,Yes,1034938.50390625,6004.59153232602
20219,254,254,42,003,141400,2,420031414002,Block Group 2,G5030,S,173646,0,+40.4243851,-079.9207306,Squirrel Hill South,77,1717.485,2.671,10,1414002,15000US420031414002,1868945.71794,8259.02151015,425529,Pittsburgh,PA,51,42,3,Allegheny County,141400,2,80,705,0,15000US420031414002,425529,Pittsburgh,PA,51,42,3,Allegheny County,141400,2,140,680,0.21,1414002,0.11,No,299960.25,3306.17978765645
20220,255,255,42,003,151700,6,420031517006,Block Group 6,G5030,S,200375,0,+40.4254083,-079.9318638,Greenfield,37,497.028,0.773,9,1517006,15000US420031517006,2156641.9754,5916.24151184,425529,Pittsburgh,PA,51,42,3,Allegheny County,151700,6,530,1135,0,15000US420031517006,425529,Pittsburgh,PA,51,42,3,Allegheny County,151700,6,395,895,0.44,1517006,0.47,No,346144.95703125,2369.62452910851
20221,256,256,42,003,192000,2,420031920002,Block Group 2,G5030,S,246368,0,+40.4016212,-080.0253551,Beechview,8,938.804,1.46,5,1920002,15000US420031920002,2651662.2502,8057.92562252,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,2,210,525,0,15000US420031920002,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,2,290,620,0.47,1920002,0.40000001,No,425298.0625,3227.5987299829
20222,257,257,42,003,261400,3,420032614003,Block Group 3,G5030,S,222271,0,+40.4679547,-080.0114593,Perry South,62,581.656,0.905,2,2614003,15000US420032614003,2392297.6453,7420.30119368,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,3,670,695,1,15000US420032614003,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,3,375,445,0.84,2614003,0.95999998,Yes,384450.90625,2976.07141990887
20223,258,258,42,003,192000,4,420031920004,Block Group 4,G5030,S,217052,0,+40.4008905,-080.0296710,Beechview,8,938.804,1.46,5,1920004,15000US420031920004,2332707.84608,7152.35981908,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,4,520,680,1,15000US420031920004,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,4,775,1185,0.65,1920004,0.75999999,Yes,374133.5078125,2865.66458282751
20224,259,259,42,003,192000,3,420031920003,Block Group 3,G5030,S,451676,0,+40.4053264,-080.0313269,Beechview,8,938.804,1.46,5,1920003,15000US420031920003,4861520.47857,12755.3845483,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,3,380,910,0,15000US420031920003,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,3,190,565,0.34,1920003,0.41999999,No,779821.4453125,5107.52757328933
20225,260,260,42,003,192000,5,420031920005,Block Group 5,G5030,S,163611,0,+40.4084166,-080.0236010,Beechview,8,938.804,1.46,5,1920005,15000US420031920005,1760954.56176,7074.15001606,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,5,300,525,1,15000US420031920005,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,5,220,495,0.44,1920005,0.56999999,Yes,282494.74609375,2832.42136578547
20226,261,261,42,003,320400,1,420033204001,Block Group 1,G5030,S,487452,0,+40.3813312,-079.9903213,Overbrook,60,539.515,0.839,5,3204001,15000US420033204001,5175362.94834,10181.8194844,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,1,485,865,1,15000US420033204001,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,1,345,730,0.47,3204001,0.56,Yes,829578.0234375,4075.4378185691
20227,262,262,42,003,320400,2,420033204002,Block Group 2,G5030,S,169910,0,+40.3870132,-079.9933948,Overbrook,60,539.515,0.839,5,3204002,15000US420033204002,1870826.00755,7263.34274337,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,2,180,670,0,15000US420033204002,425529,Pittsburgh,PA,51,42,3,Allegheny County,320400,2,225,865,0.26,3204002,0.27000001,No,299931.3984375,2908.36534958581
20228,263,263,42,003,320600,1,420033206001,Block Group 1,G5030,S,656883,0,+40.3971295,-080.0068447,Brookline,14,1338.669,2.082,5,3206001,15000US420033206001,7070052.64415,15315.6636609,425529,Pittsburgh,PA,51,42,3,Allegheny County,320600,1,470,1155,0,15000US420033206001,425529,Pittsburgh,PA,51,42,3,Allegheny County,320600,1,355,1235,0.29,3206001,0.41,No,1133810.015625,6130.75072847676
20229,264,273,42,003,130200,2,420031302002,Block Group 2,G5030,S,186305,0,+40.4594767,-079.8955903,Homewood North,41,279.14,0.434,11,1302002,15000US420031302002,2005195.90192,5810.23622427,425529,Pittsburgh,PA,51,42,3,Allegheny County,130200,2,700,830,1,15000US420031302002,425529,Pittsburgh,PA,51,42,3,Allegheny County,130200,2,210,575,0.37,1302002,0.83999997,Yes,322161.5625,2329.25331037001
20230,265,264,42,003,320700,1,420033207001,Block Group 1,G5030,S,730543,0,+40.3857238,-080.0009505,Overbrook,60,539.515,0.839,5,3207001,15000US420033207001,7942354.84607,16000.1955409,425529,Pittsburgh,PA,51,42,3,Allegheny County,320700,1,490,1025,0,15000US420033207001,425529,Pittsburgh,PA,51,42,3,Allegheny County,320700,1,765,1480,0.52,3207001,0.47999999,No,1273273.87890625,6409.4542837904
20231,266,265,42,003,320700,2,420033207002,Block Group 2,G5030,S,584829,0,+40.3783503,-079.9993597,Overbrook,60,539.515,0.839,5,3207002,15000US420033207002,6254882.14119,12351.9608236,425529,Pittsburgh,PA,51,42,3,Allegheny County,320700,2,240,490,0,15000US420033207002,425529,Pittsburgh,PA,51,42,3,Allegheny County,320700,2,70,410,0.17,3207002,0.49000001,No,1002528.52734375,4945.17133594789
20232,267,267,42,003,130600,2,420031306002,Block Group 2,G5030,S,336046,0,+40.4571221,-079.8760661,East Hills,28,348.077,0.541,11,1306002,15000US420031306002,3743996.02801,13932.2819798,425529,Pittsburgh,PA,51,42,3,Allegheny County,130600,2,350,580,1,15000US420031306002,425529,Pittsburgh,PA,51,42,3,Allegheny County,130600,2,235,645,0.36,1306002,0.60000002,Yes,601482.4296875,5585.10286625216
20233,268,268,42,003,130400,3,420031304003,Block Group 3,G5030,S,115917,0,+40.4496890,-079.8859784,Homewood South,42,256.093,0.398,11,1304003,15000US420031304003,1240584.88567,6090.01414217,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,3,210,290,1,15000US420031304003,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,3,240,375,0.64,1304003,0.72000003,Yes,199259.421875,2442.17127793723
20234,269,269,42,003,130400,2,420031304002,Block Group 2,G5030,S,193262,0,+40.4508292,-079.8891462,Homewood South,42,256.093,0.398,11,1304002,15000US420031304002,2031002.25901,6281.32669053,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,2,275,395,1,15000US420031304002,425529,Pittsburgh,PA,51,42,3,Allegheny County,130400,2,465,660,0.7,1304002,0.69999999,Yes,326224.76171875,2517.94656733762
20235,270,270,42,003,130300,3,420031303003,Block Group 3,G5030,S,232737,0,+40.4556706,-079.8998750,Homewood South,42,256.093,0.398,11,1303003,15000US420031303003,2504957.03978,7579.01300197,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,3,450,530,1,15000US420031303003,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,3,260,425,0.61,1303003,0.85000002,Yes,402409.625,3037.28911540301
20236,271,271,42,003,130300,2,420031303002,Block Group 2,G5030,S,168926,0,+40.4526261,-079.8948056,Homewood South,42,256.093,0.398,11,1303002,15000US420031303002,1808371.73674,5662.90432829,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,2,270,420,1,15000US420031303002,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,2,40,210,0.19,1303002,0.63999999,Yes,290480.53125,2268.45880256792
20237,272,272,42,003,130300,1,420031303001,Block Group 1,G5030,S,144645,0,+40.4552880,-079.8943066,Homewood South,42,256.093,0.398,11,1303001,15000US420031303001,1556821.40749,5818.76798425,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,1,275,330,1,15000US420031303001,425529,Pittsburgh,PA,51,42,3,Allegheny County,130300,1,215,240,0.9,1303001,0.82999998,Yes,250093.26171875,2331.12888083062
20238,273,274,42,003,270800,2,420032708002,Block Group 2,G5030,S,316228,0,+40.4811678,-080.0308312,Brighton Heights,13,718.262,1.117,2,2708002,15000US420032708002,3403563.19026,12465.8386032,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,2,495,1140,0,15000US420032708002,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,2,330,930,0.35,2708002,0.43000001,No,547178.48046875,4997.41728298859
20239,274,275,42,003,270800,1,420032708001,Block Group 1,G5030,S,320821,0,+40.4883995,-080.0376363,Brighton Heights,13,718.262,1.117,2,2708001,15000US420032708001,3417798.47705,8626.84527631,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,1,200,805,0,15000US420032708001,425529,Pittsburgh,PA,51,42,3,Allegheny County,270800,1,215,660,0.33,2708001,0.25,No,549583.1796875,3459.52395412522
20240,275,276,42,003,270300,2,420032703002,Block Group 2,G5030,S,217586,0,+40.4768739,-080.0397868,Brighton Heights,13,718.262,1.117,2,2703002,15000US420032703002,2279297.10019,8115.96292802,425529,Pittsburgh,PA,51,42,3,Allegheny County,270300,2,365,620,1,15000US420032703002,425529,Pittsburgh,PA,51,42,3,Allegheny County,270300,2,375,830,0.45,2703002,0.58999997,Yes,366388.74609375,3256.19374424882
20241,276,277,42,003,270300,1,420032703001,Block Group 1,G5030,S,386787,0,+40.4783520,-080.0351779,Brighton Heights,13,718.262,1.117,2,2703001,15000US420032703001,4162978.61187,9595.17102212,425529,Pittsburgh,PA,51,42,3,Allegheny County,270300,1,870,1430,1,15000US420032703001,425529,Pittsburgh,PA,51,42,3,Allegheny County,270300,1,985,1570,0.63,2703001,0.61000001,Yes,669211.2890625,3847.94317221699
20242,277,278,42,003,980400,1,420039804001,Block Group 1,G5030,S,1106408,0,+40.4819387,-080.0200201,Perry North,61,779.088,1.212,2,9804001,15000US420039804001,11915689.8687,23753.9614893,425529,Pittsburgh,PA,51,42,3,Allegheny County,980400,1,0,0,0,15000US420039804001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980400,1,0,0,0,9804001,0,No,1915685.8671875,9524.98504766963
20243,278,279,42,003,192000,1,420031920001,Block Group 1,G5030,S,284141,0,+40.4058572,-080.0217045,Beechview,8,938.804,1.46,5,1920001,15000US420031920001,3058227.75408,8581.14272214,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,1,395,895,0,15000US420031920001,425529,Pittsburgh,PA,51,42,3,Allegheny County,192000,1,325,545,0.6,1920001,0.44,No,490568.12890625,3436.47034827225
20244,279,292,42,003,261400,1,420032614001,Block Group 1,G5030,S,306415,0,+40.4653223,-080.0168974,Perry South,62,581.656,0.905,2,2614001,15000US420032614001,3297931.78223,7859.77874636,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,1,215,315,1,15000US420032614001,425529,Pittsburgh,PA,51,42,3,Allegheny County,261400,1,565,785,0.72,2614001,0.68000001,Yes,529948.3125,3151.52504537945
20245,280,281,42,003,320600,2,420033206002,Block Group 2,G5030,S,818600,0,+40.3926792,-080.0036674,Brookline,14,1338.669,2.082,5,3206002,15000US420033206002,8681930.8075,13020.848702,425529,Pittsburgh,PA,51,42,3,Allegheny County,320600,2,470,1115,0,15000US420033206002,425529,Pittsburgh,PA,51,42,3,Allegheny County,320600,2,480,1115,0.43,3206002,0.41999999,No,1392122.51171875,5212.12333785303
20246,281,282,42,003,130200,1,420031302001,Block Group 1,G5030,S,162183,0,+40.4577941,-079.8910865,Homewood North,41,279.14,0.434,11,1302001,15000US420031302001,1745556.19569,6127.31347323,425529,Pittsburgh,PA,51,42,3,Allegheny County,130200,1,475,590,1,15000US420031302001,425529,Pittsburgh,PA,51,42,3,Allegheny County,130200,1,445,580,0.77,1302001,0.81,Yes,280432.9609375,2455.76058587915
20247,282,283,42,003,130100,3,420031301003,Block Group 3,G5030,S,156450,0,+40.4613144,-079.8987905,Homewood North,41,279.14,0.434,11,1301003,15000US420031301003,1683877.10749,7048.43162316,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,3,305,355,1,15000US420031301003,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,3,250,400,0.63,1301003,0.86000001,Yes,270552.125,2826.2695641455
20248,283,284,42,003,130100,2,420031301002,Block Group 2,G5030,S,169075,0,+40.4610815,-079.8921492,Homewood North,41,279.14,0.434,11,1301002,15000US420031301002,1825458.79423,8188.70222882,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,2,615,675,1,15000US420031301002,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,2,520,630,0.83,1301002,0.91000003,Yes,293298.47265625,3281.04213984204
20249,284,285,42,003,130100,1,420031301001,Block Group 1,G5030,S,446625,0,+40.4578346,-079.8838395,Homewood North,41,279.14,0.434,11,1301001,15000US420031301001,4844464.80399,9078.29907242,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,1,830,915,1,15000US420031301001,425529,Pittsburgh,PA,51,42,3,Allegheny County,130100,1,740,885,0.84,1301001,0.91000003,Yes,778288.87890625,3637.40815540852
20250,285,293,42,003,562800,2,420035628002,Block Group 2,G5030,S,653726,0,+40.4269246,-080.0658036,Oakwood,59,162.015,0.252,4,5628002,15000US420035628002,6988112.76959,15834.276699,425529,Pittsburgh,PA,51,42,3,Allegheny County,562800,2,655,1060,1,15000US420035628002,425529,Pittsburgh,PA,51,42,3,Allegheny County,562800,2,395,965,0.41,5628002,0.62,Yes,1121655.2421875,6342.61260987131
20251,286,286,42,003,120800,2,420031208002,Block Group 2,G5030,S,533380,0,+40.4589802,-079.9121415,Larimer,45,286.16,0.445,12,1208002,15000US420031208002,5740778.485,12096.9961202,425529,Pittsburgh,PA,51,42,3,Allegheny County,120800,2,390,460,1,15000US420031208002,425529,Pittsburgh,PA,51,42,3,Allegheny County,120800,2,390,425,0.92,1208002,0.85000002,Yes,922319.5234375,4850.62995573707
20252,287,287,42,003,120800,1,420031208001,Block Group 1,G5030,S,182742,0,+40.4644642,-079.9160491,Larimer,45,286.16,0.445,12,1208001,15000US420031208001,1966846.97349,6062.46736517,425529,Pittsburgh,PA,51,42,3,Allegheny County,120800,1,190,255,1,15000US420031208001,425529,Pittsburgh,PA,51,42,3,Allegheny County,120800,1,245,440,0.56,1208001,0.75,Yes,316046.8515625,2430.11145653954
20253,288,288,42,003,120700,2,420031207002,Block Group 2,G5030,S,200053,0,+40.4569713,-079.9050701,Homewood West,43,127.819,0.199,11,1207002,15000US420031207002,2156899.76405,6871.68825423,425529,Pittsburgh,PA,51,42,3,Allegheny County,120700,2,280,305,1,15000US420031207002,425529,Pittsburgh,PA,51,42,3,Allegheny County,120700,2,415,440,0.94,1207002,0.92000002,Yes,346509.234375,2753.33756943267
20254,289,289,42,003,040400,2,420030404002,Block Group 2,G5030,S,123990,0,+40.4482650,-079.9499687,North Oakland,56,320.679,0.499,14,0404002,15000US420030404002,1315072.78337,4646.05473953,425529,Pittsburgh,PA,51,42,3,Allegheny County,40400,2,935,1495,1,15000US420030404002,425529,Pittsburgh,PA,51,42,3,Allegheny County,40400,2,725,1275,0.57,404002,0.63,Yes,211214.16796875,1861.92097168054
20255,290,290,42,003,980300,1,420039803001,Block Group 1,G5030,S,1294099,0,+40.4325504,-079.9057230,Squirrel Hill South,77,1717.485,2.671,10,9803001,15000US420039803001,14040502.1362,18179.2433945,425529,Pittsburgh,PA,51,42,3,Allegheny County,980300,1,0,0,0,15000US420039803001,425529,Pittsburgh,PA,51,42,3,Allegheny County,980300,1,10,10,1,9803001,0,No,2254003.4375,7283.25780337077
20256,291,291,42,003,141400,5,420031414005,Block Group 5,G5030,S,140754,0,+40.4275500,-079.9245784,Squirrel Hill South,77,1717.485,2.671,10,1414005,15000US420031414005,1514925.45929,5361.80488177,425529,Pittsburgh,PA,51,42,3,Allegheny County,141400,5,490,1070,0,15000US420031414005,425529,Pittsburgh,PA,51,42,3,Allegheny County,141400,5,415,910,0.46,1414005,0.46000001,No,243163.72265625,2147.61442471287
20257,292,297,42,003,120700,1,420031207001,Block Group 1,G5030,S,315075,0,+40.4609938,-079.9032351,Homewood West,43,127.819,0.199,11,1207001,15000US420031207001,3391159.5452,7715.6155598,425529,Pittsburgh,PA,51,42,3,Allegheny County,120700,1,285,525,1,15000US420031207001,425529,Pittsburgh,PA,51,42,3,Allegheny County,120700,1,380,540,0.7,1207001,0.54000002,Yes,544859.625,3092.39608769027
20258,293,298,42,003,120400,2,420031204002,Block Group 2,G5030,S,260666,0,+40.4666609,-079.9115639,Larimer,45,286.16,0.445,12,1204002,15000US420031204002,2805522.29568,7260.41610707,425529,Pittsburgh,PA,51,42,3,Allegheny County,120400,2,265,315,1,15000US420031204002,425529,Pittsburgh,PA,51,42,3,Allegheny County,120400,2,180,210,0.86,1204002,0.83999997,Yes,450840.3515625,2910.86890844214
20259,294,299,42,003,120300,2,420031203002,Block Group 2,G5030,S,303104,0,+40.4667430,-079.9005376,Lincoln-Lemington-Belmar,47,984.873,1.532,11,1203002,15000US420031203002,3262283.93638,7903.27770344,425529,Pittsburgh,PA,51,42,3,Allegheny County,120300,2,640,680,1,15000US420031203002,425529,Pittsburgh,PA,51,42,3,Allegheny County,120300,2,475,925,0.51,1203002,0.94,Yes,524242.046875,3167.16162085092
20260,295,300,42,003,120300,1,420031203001,Block Group 1,G5030,S,777383,0,+40.4704322,-079.9038473,Lincoln-Lemington-Belmar,47,984.873,1.532,11,1203001,15000US420031203001,8366940.66329,15092.0998659,425529,Pittsburgh,PA,51,42,3,Allegheny County,120300,1,760,1105,1,15000US420031203001,425529,Pittsburgh,PA,51,42,3,Allegheny County,120300,1,595,850,0.7,1203001,0.69,Yes,1344696.20703125,6051.09043586094
20261,296,301,42,003,111500,4,420031115004,Block Group 4,G5030,S,273819,0,+40.4612717,-079.9187769,East Liberty,29,373.65,0.581,12,1115004,15000US420031115004,2987473.75926,7027.65865969,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,4,555,730,1,15000US420031115004,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,4,490,490,1,1115004,0.75999999,Yes,480003.0078125,2818.56646482786
20262,297,302,42,003,111500,3,420031115003,Block Group 3,G5030,S,243983,0,+40.4616936,-079.9256118,East Liberty,29,373.65,0.581,12,1115003,15000US420031115003,2625957.48153,6747.63690333,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,3,75,75,1,15000US420031115003,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,3,0,0,0,1115003,1,Yes,421922.8828125,2704.4548027276
20263,298,303,42,003,111500,2,420031115002,Block Group 2,G5030,S,245692,0,+40.4613527,-079.9302786,East Liberty,29,373.65,0.581,12,1115002,15000US420031115002,2644397.78812,8046.5373261,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,2,1225,1590,1,15000US420031115002,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,2,1170,1860,0.63,1115002,0.76999998,Yes,424881.796875,3227.00790960077
20264,299,304,42,003,111500,1,420031115001,Block Group 1,G5030,S,196485,0,+40.4652668,-079.9246302,East Liberty,29,373.65,0.581,12,1115001,15000US420031115001,2114776.73026,6700.19778049,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,1,525,565,1,15000US420031115001,425529,Pittsburgh,PA,51,42,3,Allegheny County,111500,1,610,855,0.71,1115001,0.93000001,Yes,339825.3671875,2684.10335665767
20265,300,305,42,003,562800,1,420035628001,Block Group 1,G5030,S,1122222,0,+40.4202222,-080.0745718,East Carnegie,27,277.895,0.432,4,5628001,15000US420035628001,11970734.499,18432.5429985,425529,Pittsburgh,PA,51,42,3,Allegheny County,562800,1,370,575,1,15000US420035628001,425529,Pittsburgh,PA,51,42,3,Allegheny County,562800,1,400,575,0.7,5628001,0.63999999,Yes,1921028.671875,7381.67727041974
20266,301,306,42,003,310300,1,420033103001,Block Group 1,G5030,S,2048522,0,+40.3879201,-079.9225537,New Homestead,55,510.728,0.794,8,3103001,15000US420033103001,22145349.2805,22945.9372757,425529,Pittsburgh,PA,51,42,3,Allegheny County,310300,1,270,975,0,15000US420033103001,425529,Pittsburgh,PA,51,42,3,Allegheny County,310300,1,255,1080,0.24,3103001,0.28,No,3550431.04296875,9190.19529634845
20267,302,307,42,003,111400,2,420031114002,Block Group 2,G5030,S,172205,0,+40.4669071,-079.9332758,Garfield,35,294.077,0.457,12,1114002,15000US420031114002,1853443.15819,6368.44638143,425529,Pittsburgh,PA,51,42,3,Allegheny County,111400,2,605,820,1,15000US420031114002,425529,Pittsburgh,PA,51,42,3,Allegheny County,111400,2,605,865,0.7,1114002,0.74000001,Yes,297845.8359375,2554.67874884038
20268,303,308,42,003,111400,1,420031114001,Block Group 1,G5030,S,155417,0,+40.4671249,-079.9302535,Garfield,35,294.077,0.457,12,1114001,15000US420031114001,1672753.71794,6498.28001986,425529,Pittsburgh,PA,51,42,3,Allegheny County,111400,1,465,605,1,15000US420031114001,425529,Pittsburgh,PA,51,42,3,Allegheny County,111400,1,645,705,0.91,1114001,0.76999998,Yes,268810.97265625,2606.54680823771
20269,304,309,42,003,111300,4,420031113004,Block Group 4,G5030,S,161217,0,+40.4674207,-079.9196807,East Liberty,29,373.65,0.581,12,1113004,15000US420031113004,1735192.615,5498.12595142,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,4,375,620,1,15000US420031113004,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,4,555,640,0.87,1113004,0.60000002,Yes,278847.34765625,2203.69940437025
20270,305,310,42,003,111300,3,420031113003,Block Group 3,G5030,S,90448,0,+40.4680245,-079.9256027,East Liberty,29,373.65,0.581,12,1113003,15000US420031113003,973510.066546,4049.05648324,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,3,350,440,1,15000US420031113003,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,3,485,845,0.57,1113003,0.80000001,Yes,156446.921875,1622.8577212408
20271,306,311,42,003,111300,2,420031113002,Block Group 2,G5030,S,130582,0,+40.4691148,-079.9238106,East Liberty,29,373.65,0.581,12,1113002,15000US420031113002,1405443.11178,6217.78207929,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,2,270,585,0,15000US420031113002,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,2,275,590,0.47,1113002,0.46000001,No,225867.57421875,2492.61350778011
20272,307,312,42,003,111300,1,420031113001,Block Group 1,G5030,S,155134,0,+40.4710476,-079.9294133,East Liberty,29,373.65,0.581,12,1113001,15000US420031113001,1715327.99529,5782.6466073,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,1,475,675,1,15000US420031113001,425529,Pittsburgh,PA,51,42,3,Allegheny County,111300,1,455,565,0.81,1113001,0.69999999,Yes,275685.109375,2318.31402790733
20273,308,313,42,003,110600,3,420031106003,Block Group 3,G5030,S,135853,0,+40.4707047,-079.9181968,Highland Park,40,747.691,1.163,12,1106003,15000US420031106003,1462184.54507,4864.27826599,425529,Pittsburgh,PA,51,42,3,Allegheny County,110600,3,285,800,0,15000US420031106003,425529,Pittsburgh,PA,51,42,3,Allegheny County,110600,3,325,995,0.33,1106003,0.36000001,No,234997.453125,1949.95984391057
20274,309,314,42,003,110600,1,420031106001,Block Group 1,G5030,S,271548,0,+40.4715544,-079.9137441,Highland Park,40,747.691,1.163,12,1106001,15000US420031106001,2922668.6247,8306.26412037,425529,Pittsburgh,PA,51,42,3,Allegheny County,110600,1,365,825,0,15000US420031106001,425529,Pittsburgh,PA,51,42,3,Allegheny County,110600,1,355,880,0.4,1106001,0.44,No,469733.359375,3332.24719410173
20275,310,315,42,003,110200,4,420031102004,Block Group 4,G5030,S,226789,0,+40.4725674,-079.9227477,Highland Park,40,747.691,1.163,12,1102004,15000US420031102004,2440913.47548,6264.71997654,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,4,880,1455,1,15000US420031102004,425529,Pittsburgh,PA,51,42,3,Allegheny County,110200,4,480,1030,0.47,1102004,0.60000002,Yes,392317.12109375,2511.74078202448
